entrez_gene_id	symbol	description	gene_type	mean_expression	stdev_expression
376844	SDC4P	syndecan 4 pseudogene	pseudo	0.03507	0.1898
3769	KCNJ13	potassium voltage-gated channel subfamily J member 13	protein-coding	1.864	2.036
376940	ZC3H6	zinc finger CCCH-type containing 6	protein-coding	8.026	0.8801
377	ARF3	ADP ribosylation factor 3	protein-coding	12.38	0.5259
3770	KCNJ14	potassium voltage-gated channel subfamily J member 14	protein-coding	5.043	0.9524
377007	KLHL30	kelch like family member 30	protein-coding	3.465	1.917
377047	PRSS45	serine protease 45	protein-coding	1.377	1.487
3772	KCNJ15	potassium voltage-gated channel subfamily J member 15	protein-coding	6.444	3.383
3773	KCNJ16	potassium voltage-gated channel subfamily J member 16	protein-coding	4.276	4.391
3775	KCNK1	potassium two pore domain channel subfamily K member 1	protein-coding	8.335	1.997
3776	KCNK2	potassium two pore domain channel subfamily K member 2	protein-coding	3.826	2.728
377630	USP17L2	ubiquitin specific peptidase 17-like family member 2	protein-coding	0.1918	0.4013
377677	CA13	carbonic anhydrase 13	protein-coding	6.514	1.569
3777	KCNK3	potassium two pore domain channel subfamily K member 3	protein-coding	5.492	2.999
3778	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	protein-coding	8.01	2.098
377841	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8	protein-coding	4.138	2.709
3779	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1	protein-coding	6.177	1.802
378	ARF4	ADP ribosylation factor 4	protein-coding	11.99	0.6467
3780	KCNN1	potassium calcium-activated channel subfamily N member 1	protein-coding	3.155	2.337
3781	KCNN2	potassium calcium-activated channel subfamily N member 2	protein-coding	4.456	2.448
378108	TRIM74	tripartite motif containing 74	protein-coding	1.89	1.436
3782	KCNN3	potassium calcium-activated channel subfamily N member 3	protein-coding	5.136	1.899
3783	KCNN4	potassium calcium-activated channel subfamily N member 4	protein-coding	7.686	2.702
3784	KCNQ1	potassium voltage-gated channel subfamily Q member 1	protein-coding	8.162	1.875
3785	KCNQ2	potassium voltage-gated channel subfamily Q member 2	protein-coding	2.098	3.407
3786	KCNQ3	potassium voltage-gated channel subfamily Q member 3	protein-coding	3.484	2.124
3787	KCNS1	potassium voltage-gated channel modifier subfamily S member 1	protein-coding	3.613	2.604
378708	CENPS	centromere protein S	protein-coding	7.98	0.723
3788	KCNS2	potassium voltage-gated channel modifier subfamily S member 2	protein-coding	1.419	1.437
378805	LINC-PINT	long intergenic non-protein coding RNA, p53 induced transcript	ncRNA	6.454	1.209
378807	CATSPER4	cation channel sperm associated 4	protein-coding	0.101	0.2842
378825	PICSAR	P38 inhibited cutaneous squamous cell carcinoma associated lincRNA	ncRNA	1.094	1.809
378832	COL18A1-AS1	COL18A1 antisense RNA 1	ncRNA	0.5951	0.9995
378884	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1	protein-coding	6.148	1.252
378925	RNF148	ring finger protein 148	protein-coding	1.4	1.041
378938	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	ncRNA	11.3	1.28
378948	RBMY1B	RNA binding motif protein, Y-linked, family 1, member B	protein-coding	0.03156	0.3798
378950	RBMY1E	RNA binding motif protein, Y-linked, family 1, member E	protein-coding	0.02268	0.2389
378951	RBMY1J	RNA binding motif protein, Y-linked, family 1, member J	protein-coding	0.0614	0.5074
379	ARL4D	ADP ribosylation factor like GTPase 4D	protein-coding	7.901	1.9
3790	KCNS3	potassium voltage-gated channel modifier subfamily S member 3	protein-coding	7.861	1.783
379013	RNF138P1	ring finger protein 138 pseudogene 1	pseudo	3.756	1.096
3791	KDR	kinase insert domain receptor	protein-coding	9.068	1.56
3792	KEL	Kell blood group, metallo-endopeptidase	protein-coding	2.456	1.805
3795	KHK	ketohexokinase	protein-coding	7.553	1.875
3796	KIF2A	kinesin family member 2A	protein-coding	8.901	0.959
3797	KIF3C	kinesin family member 3C	protein-coding	8.588	1.532
3798	KIF5A	kinesin family member 5A	protein-coding	3.229	3.209
3799	KIF5B	kinesin family member 5B	protein-coding	11.88	0.6883
38	ACAT1	acetyl-CoA acetyltransferase 1	protein-coding	10.07	1.205
3800	KIF5C	kinesin family member 5C	protein-coding	6.665	3.051
3801	KIFC3	kinesin family member C3	protein-coding	9.487	1.315
3802	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1	protein-coding	0.7286	1.059
3804	KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3	protein-coding	0.9806	1.191
3805	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4	protein-coding	2.05	1.685
3809	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4	protein-coding	0.99	1.257
381	ARF5	ADP ribosylation factor 5	protein-coding	11.57	0.6226
3811	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	0.9264	1.15
3812	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2	protein-coding	1.183	1.333
3814	KISS1	KiSS-1 metastasis suppressor	protein-coding	2.04	1.966
3815	KIT	KIT proto-oncogene receptor tyrosine kinase	protein-coding	7.496	2.225
3816	KLK1	kallikrein 1	protein-coding	3.386	2.959
3817	KLK2	kallikrein related peptidase 2	protein-coding	2.264	4.056
3818	KLKB1	kallikrein B1	protein-coding	3.142	2.416
382	ARF6	ADP ribosylation factor 6	protein-coding	11.55	0.7106
3820	KLRB1	killer cell lectin like receptor B1	protein-coding	4.701	2.056
3821	KLRC1	killer cell lectin like receptor C1	protein-coding	2.509	1.685
3822	KLRC2	killer cell lectin like receptor C2	protein-coding	2.823	2.256
3823	KLRC3	killer cell lectin like receptor C3	protein-coding	2.252	2.072
3824	KLRD1	killer cell lectin like receptor D1	protein-coding	4.14	1.785
3827	KNG1	kininogen 1	protein-coding	1.55	3.416
383	ARG1	arginase 1	protein-coding	1.442	2.736
3831	KLC1	kinesin light chain 1	protein-coding	10.52	0.7133
3832	KIF11	kinesin family member 11	protein-coding	8.712	1.651
3833	KIFC1	kinesin family member C1	protein-coding	8.489	1.877
3834	KIF25	kinesin family member 25	protein-coding	1.6	1.654
3835	KIF22	kinesin family member 22	protein-coding	10.39	0.8331
3836	KPNA1	karyopherin subunit alpha 1	protein-coding	10.61	0.4835
3837	KPNB1	karyopherin subunit beta 1	protein-coding	12.21	0.5371
3838	KPNA2	karyopherin subunit alpha 2	protein-coding	10.86	1.296
3839	KPNA3	karyopherin subunit alpha 3	protein-coding	9.913	0.6886
384	ARG2	arginase 2	protein-coding	8.32	1.491
3840	KPNA4	karyopherin subunit alpha 4	protein-coding	10.79	0.5853
3841	KPNA5	karyopherin subunit alpha 5	protein-coding	5.695	1.133
3842	TNPO1	transportin 1	protein-coding	11.2	0.5672
3843	IPO5	importin 5	protein-coding	11.62	0.593
3845	KRAS	KRAS proto-oncogene, GTPase	protein-coding	10.03	0.8031
3846	KRTAP5-9	keratin associated protein 5-9	protein-coding	1.989	1.425
3848	KRT1	keratin 1	protein-coding	2.565	3.349
3849	KRT2	keratin 2	protein-coding	1.218	1.83
3850	KRT3	keratin 3	protein-coding	0.7892	1.409
3851	KRT4	keratin 4	protein-coding	3.103	3.88
3852	KRT5	keratin 5	protein-coding	7.485	6.043
3853	KRT6A	keratin 6A	protein-coding	5.864	5.984
3854	KRT6B	keratin 6B	protein-coding	5.349	5.34
3855	KRT7	keratin 7	protein-coding	9.357	4.407
3856	KRT8	keratin 8	protein-coding	12.38	4.086
3857	KRT9	keratin 9	protein-coding	1.373	2.091
3858	KRT10	keratin 10	protein-coding	9.235	1.434
3859	KRT12	keratin 12	protein-coding	0.7275	1.261
3860	KRT13	keratin 13	protein-coding	4.502	5.003
3861	KRT14	keratin 14	protein-coding	5.873	5.655
386593	CHKB-CPT1B	CHKB-CPT1B readthrough (NMD candidate)	ncRNA	8.361	1.174
3866	KRT15	keratin 15	protein-coding	6.796	4.638
386607	ZFP91-CNTF	ZFP91-CNTF readthrough (NMD candidate)	ncRNA	0.6817	1.06
386617	KCTD8	potassium channel tetramerization domain containing 8	protein-coding	1.702	2.147
386618	KCTD4	potassium channel tetramerization domain containing 4	protein-coding	1.244	2.038
386653	IL31	interleukin 31	protein-coding	0.08135	0.3673
386672	KRTAP10-4	keratin associated protein 10-4	protein-coding	0.09014	0.335
386674	KRTAP10-6	keratin associated protein 10-6	protein-coding	0.07897	0.2942
386675	KRTAP10-7	keratin associated protein 10-7	protein-coding	0.02022	0.144
386676	KRTAP10-9	keratin associated protein 10-9	protein-coding	0.01245	0.117
386677	KRTAP10-1	keratin associated protein 10-1	protein-coding	0.02153	0.1373
386678	KRTAP10-11	keratin associated protein 10-11	protein-coding	0.02473	0.1989
386679	KRTAP10-2	keratin associated protein 10-2	protein-coding	0.08787	0.3271
386680	KRTAP10-5	keratin associated protein 10-5	protein-coding	0.02142	0.1576
386681	KRTAP10-8	keratin associated protein 10-8	protein-coding	0.005588	0.06897
386682	KRTAP10-3	keratin associated protein 10-3	protein-coding	0.02257	0.1373
386683	KRTAP12-3	keratin associated protein 12-3	protein-coding	0.00798	0.09433
386684	KRTAP12-4	keratin associated protein 12-4	protein-coding	0.005628	0.06496
386685	KRTAP10-12	keratin associated protein 10-12	protein-coding	0.04629	0.2448
386724	AMIGO3	adhesion molecule with Ig like domain 3	protein-coding	6.787	0.9311
386746	MRGPRG	MAS related GPR family member G	protein-coding	0.0007546	0.01876
386757	SLC6A10P	solute carrier family 6 member 10, pseudogene	pseudo	3.572	2.139
3868	KRT16	keratin 16	protein-coding	5.672	5.259
387	RHOA	ras homolog family member A	protein-coding	13.28	0.433
387032	ZKSCAN4	zinc finger with KRAB and SCAN domains 4	protein-coding	6.783	0.5975
387036	GUSBP2	glucuronidase, beta pseudogene 2	pseudo	4.545	1.013
387066	SNHG5	small nucleolar RNA host gene 5	ncRNA	10.53	1.228
387071	FAM136BP	family with sequence similarity 136 member B, pseudogene	pseudo	0.3639	0.6493
387082	SUMO4	small ubiquitin-like modifier 4	protein-coding	0.913	0.7622
387103	CENPW	centromere protein W	protein-coding	7.259	1.812
387104	SOGA3	SOGA family member 3	protein-coding	5.895	2.579
387119	CEP85L	centrosomal protein 85 like	protein-coding	4.608	1.373
387129	NPSR1	neuropeptide S receptor 1	protein-coding	0.8851	1.843
3872	KRT17	keratin 17	protein-coding	8.955	4.958
387254	SLC7A5P2	solute carrier family 7 member 5 pseudogene 2	pseudo	2.141	1.077
387263	C6orf120	chromosome 6 open reading frame 120	protein-coding	9.445	0.6024
387264	KRTAP5-1	keratin associated protein 5-1	protein-coding	2.371	1.55
387266	KRTAP5-3	keratin associated protein 5-3	protein-coding	0.0818	0.4192
387267	KRTAP5-4	keratin associated protein 5-4	protein-coding	0.2806	0.6428
387273	KRTAP5-10	keratin associated protein 5-10	protein-coding	0.9769	1.112
387328	ZNF322P1	zinc finger protein 322 pseudogene 1	pseudo	4.672	0.8614
387332	TBPL2	TATA-box binding protein like 2	protein-coding	0.1295	0.7225
387338	NSUN4	NOP2/Sun RNA methyltransferase family member 4	protein-coding	9.043	0.4653
387357	THEMIS	thymocyte selection associated	protein-coding	4.105	1.995
387486	LINC00320	long intergenic non-protein coding RNA 320	ncRNA	0.5806	1.952
387496	RASL11A	RAS like family 11 member A	protein-coding	6.745	1.512
3875	KRT18	keratin 18	protein-coding	12.14	3.426
387509	GPR153	G protein-coupled receptor 153	protein-coding	8.295	1.629
387521	TMEM189	transmembrane protein 189	protein-coding	10.19	0.8807
387522	TMEM189-UBE2V1	TMEM189-UBE2V1 readthrough	protein-coding	1.443	1.848
387590	TPTEP1	TPTE pseudogene 1	pseudo	5.143	2.541
387597	ILDR2	immunoglobulin like domain containing receptor 2	protein-coding	2.339	2.056
387601	SLC22A25	solute carrier family 22 member 25	protein-coding	0.5881	1.58
387628	FGF7P6	fibroblast growth factor 7 pseudogene 6	pseudo	1.524	1.623
387638	C10orf113	chromosome 10 open reading frame 113	protein-coding	0.1009	0.3114
387640	SKIDA1	SKI/DACH domain containing 1	protein-coding	4.241	1.807
387644	FAM238C	family with sequence similarity 238 member C (non-protein coding)	ncRNA	2.613	1.584
387646	LRRC37A6P	leucine rich repeat containing 37 member A6, pseudogene	pseudo	4.44	1.557
387647	PTCHD3P1	patched domain containing 3 pseudogene 1	pseudo	8.438	0.6579
387680	WASHC2A	WASH complex subunit 2A	protein-coding	8.266	1.394
387694	SH2D4B	SH2 domain containing 4B	protein-coding	1.456	1.155
387695	C10orf99	chromosome 10 open reading frame 99	protein-coding	2.885	3.969
387700	SLC16A12	solute carrier family 16 member 12	protein-coding	3.883	2.886
387707	CC2D2B	coiled-coil and C2 domain containing 2B	protein-coding	2.278	1.323
387715	ARMS2	age-related maculopathy susceptibility 2	protein-coding	0.4532	0.6418
387718	TEX36	testis expressed 36	protein-coding	0.08219	0.5424
387733	IFITM5	interferon induced transmembrane protein 5	protein-coding	0.4651	0.9386
387742	FAM99A	family with sequence similarity 99 member A (non-protein coding)	ncRNA	0.2748	1.322
387748	OR56B1	olfactory receptor family 56 subfamily B member 1	protein-coding	0.2595	0.5005
387751	GVINP1	GTPase, very large interferon inducible pseudogene 1	pseudo	5.555	1.661
387755	INSC	INSC, spindle orientation adaptor protein	protein-coding	1.979	1.806
387758	FIBIN	fin bud initiation factor homolog (zebrafish)	protein-coding	7.033	2.529
387763	C11orf96	chromosome 11 open reading frame 96	protein-coding	8.296	1.658
387775	SLC22A10	solute carrier family 22 member 10	protein-coding	0.8358	1.835
387778	SPDYC	speedy/RINGO cell cycle regulator family member C	protein-coding	1.145	1.95
387787	LIPT2	lipoyl(octanoyl) transferase 2	protein-coding	4.732	0.8601
387804	VSTM5	V-set and transmembrane domain containing 5	protein-coding	1.094	1.196
387836	CLEC2A	C-type lectin domain family 2 member A	protein-coding	0.2538	0.9888
387837	CLEC12B	C-type lectin domain family 12 member B	protein-coding	1.181	1.19
387841	RPL13AP20	ribosomal protein L13a pseudogene 20	pseudo	5.346	0.9848
387849	REP15	RAB15 effector protein	protein-coding	4.039	1.348
387856	CCDC184	coiled-coil domain containing 184	protein-coding	4.828	1.927
387882	C12orf75	chromosome 12 open reading frame 75	protein-coding	8.543	1.925
387885	CFAP73	cilia and flagella associated protein 73	protein-coding	3.027	1.712
387890	TMEM233	transmembrane protein 233	protein-coding	3.019	1.987
387893	KMT5A	lysine methyltransferase 5A	protein-coding	9.719	0.6696
387911	C1QTNF9B	C1q and TNF related 9B	protein-coding	1.916	1.51
387914	SHISA2	shisa family member 2	protein-coding	6.053	2.785
387921	NHLRC3	NHL repeat containing 3	protein-coding	9.064	0.6916
387923	SERP2	stress associated endoplasmic reticulum protein family member 2	protein-coding	5.064	1.951
387978	LINC01551	long intergenic non-protein coding RNA 1551	ncRNA	0.7281	1.795
387990	TOMM20L	translocase of outer mitochondrial membrane 20 like	protein-coding	1.211	0.7443
388	RHOB	ras homolog family member B	protein-coding	12.33	1.281
3880	KRT19	keratin 19	protein-coding	11.15	4.729
388007	SERPINA13P	serpin family A member 13, pseudogene	pseudo	0.04734	0.263
388011	LINC01550	long intergenic non-protein coding RNA 1550	ncRNA	3.571	2.067
388015	RTL1	retrotransposon Gag like 1	protein-coding	0.9282	2.061
388021	TMEM179	transmembrane protein 179	protein-coding	1.067	1.955
3881	KRT31	keratin 31	protein-coding	1.531	2.42
388115	CCDC9B	coiled-coil domain containing 9B	protein-coding	8.22	1.485
388121	TNFAIP8L3	TNF alpha induced protein 8 like 3	protein-coding	5.991	1.755
388125	C2CD4B	C2 calcium dependent domain containing 4B	protein-coding	4.407	2.192
388135	C15orf59	chromosome 15 open reading frame 59	protein-coding	5	2.475
388152	GOLGA2P7	golgin A2 pseudogene 7	pseudo	8.461	1.109
388165	UBE2Q2P1	ubiquitin conjugating enzyme E2 Q2 pseudogene 1	pseudo	3.69	1.272
388182	SPATA41	spermatogenesis associated 41 (non-protein coding)	ncRNA	3.739	1.377
388199	PRR25	proline rich 25	protein-coding	0.1622	0.4883
3882	KRT32	keratin 32	protein-coding	1.006	1.475
388228	SBK1	SH3 domain binding kinase 1	protein-coding	7.735	2.199
388242	LOC388242	SAGA complex associated factor 29 pseudogene	pseudo	4.491	1.574
388272	C16orf87	chromosome 16 open reading frame 87	protein-coding	7.05	0.7162
388284	C16orf86	chromosome 16 open reading frame 86	protein-coding	5.274	1.268
3883	KRT33A	keratin 33A	protein-coding	0.5649	1.217
388323	GLTPD2	glycolipid transfer protein domain containing 2	protein-coding	1.287	2.265
388324	INCA1	inhibitor of CDK, cyclin A1 interacting protein 1	protein-coding	4.341	1.024
388325	SCIMP	SLP adaptor and CSK interacting membrane protein	protein-coding	3.89	1.576
388327	C17orf100	chromosome 17 open reading frame 100	protein-coding	6.045	0.9402
388333	SPDYE4	speedy/RINGO cell cycle regulator family member E4	protein-coding	0.06199	0.2282
388335	TMEM220	transmembrane protein 220	protein-coding	6.474	1.674
388336	SHISA6	shisa family member 6	protein-coding	2.139	2.231
388341	LRRC75A	leucine rich repeat containing 75A	protein-coding	5.997	1.702
388364	TMIGD1	transmembrane and immunoglobulin domain containing 1	protein-coding	0.3046	0.9668
388372	CCL4L1	C-C motif chemokine ligand 4 like 1	protein-coding	5.803	1.822
388381	C17orf98	chromosome 17 open reading frame 98	protein-coding	0.2239	0.4118
388387	LINC00671	long intergenic non-protein coding RNA 671	ncRNA	1.161	1.927
388389	CCDC103	coiled-coil domain containing 103	protein-coding	6.676	1.559
388394	RPRML	reprimo like	protein-coding	1.079	1.653
3884	KRT33B	keratin 33B	protein-coding	0.7156	1.362
388403	YPEL2	yippee like 2	protein-coding	9.065	0.9641
388407	C17orf82	chromosome 17 open reading frame 82	protein-coding	3.248	1.496
388419	BTBD17	BTB domain containing 17	protein-coding	1.188	2.551
388428	PVALEF	parvalbumin like EF-hand containing	protein-coding	0.2602	0.5793
388468	POTEC	POTE ankyrin domain family member C	protein-coding	0.1187	0.5524
3885	KRT34	keratin 34	protein-coding	1.023	1.802
388503	C3P1	complement component 3 precursor pseudogene	pseudo	0.6228	2.138
388507	ZNF788P	zinc finger family member 788, pseudogene	protein-coding	5.891	1.416
388512	CLEC17A	C-type lectin domain containing 17A	protein-coding	1.919	1.774
388524	RPSAP58	ribosomal protein SA pseudogene 58	protein-coding	13.01	0.7787
388531	RGS9BP	regulator of G protein signaling 9 binding protein	protein-coding	2.553	1.343
388533	KRTDAP	keratinocyte differentiation associated protein	protein-coding	1.493	3.228
388536	ZNF790	zinc finger protein 790	protein-coding	6.375	1.009
388550	CEACAM22P	carcinoembryonic antigen related cell adhesion molecule 22, pseudogene	pseudo	0.849	1.223
388551	CEACAM16	carcinoembryonic antigen related cell adhesion molecule 16	protein-coding	0.4532	0.9331
388552	BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3	protein-coding	8.485	0.5552
388555	IGFL3	IGF like family member 3	protein-coding	0.8404	1.613
388558	ZNF808	zinc finger protein 808	protein-coding	7.338	0.9272
388561	ZNF761	zinc finger protein 761	protein-coding	8.396	1.212
388566	ZNF470	zinc finger protein 470	protein-coding	6.886	1.448
388567	ZNF749	zinc finger protein 749	protein-coding	5.953	0.8469
388569	ZNF324B	zinc finger protein 324B	protein-coding	6.92	0.5508
388581	C1QTNF12	C1q and TNF related 12	protein-coding	3.35	2.146
388585	HES5	hes family bHLH transcription factor 5	protein-coding	2.319	2.019
388588	SMIM1	small integral membrane protein 1 (Vel blood group)	protein-coding	4.478	1.982
388591	RNF207	ring finger protein 207	protein-coding	7.156	1.459
388595	TMEM82	transmembrane protein 82	protein-coding	1.616	2.598
3886	KRT35	keratin 35	protein-coding	0.1116	0.453
388610	TRNP1	TMF1-regulated nuclear protein 1	protein-coding	7.502	1.889
388611	CD164L2	CD164 molecule like 2	protein-coding	3.183	2.422
388633	LDLRAD1	low density lipoprotein receptor class A domain containing 1	protein-coding	1.202	1.868
388646	GBP7	guanylate binding protein 7	protein-coding	1.254	1.936
388649	C1orf146	chromosome 1 open reading frame 146	protein-coding	0.0653	0.3259
388650	FAM69A	family with sequence similarity 69 member A	protein-coding	7.978	1.115
388662	SLC6A17	solute carrier family 6 member 17	protein-coding	4.221	2.893
388677	NOTCH2NL	notch 2 N-terminal like	protein-coding	8.851	1.083
388685	LINC01138	long intergenic non-protein coding RNA 1138	ncRNA	1.938	1.027
388692	LOC388692	uncharacterized LOC388692	protein-coding	7.844	1.279
388695	LYSMD1	LysM domain containing 1	protein-coding	7.845	0.6613
388697	HRNR	hornerin	protein-coding	3.242	1.917
388698	FLG2	filaggrin family member 2	protein-coding	0.8956	1.636
3887	KRT81	keratin 81	protein-coding	3.998	2.509
388701	C1orf189	chromosome 1 open reading frame 189	protein-coding	0.4262	0.953
388714	FMO6P	flavin containing monooxygenase 6 pseudogene	pseudo	0.8622	1.479
388722	C1orf53	chromosome 1 open reading frame 53	protein-coding	5.34	1.26
388730	TMEM81	transmembrane protein 81	protein-coding	5.77	0.7361
388743	CAPN8	calpain 8	protein-coding	3.929	3.556
388753	COA6	cytochrome c oxidase assembly factor 6	protein-coding	8.614	0.7992
388759	C1orf229	chromosome 1 open reading frame 229	protein-coding	3.121	1.505
388762	OR2M1P	olfactory receptor family 2 subfamily M member 1 pseudogene	pseudo	0.01027	0.08903
388789	SMIM26	small integral membrane protein 26	protein-coding	9.269	0.6432
388795	EFCAB8	EF-hand calcium binding domain 8	protein-coding	1.069	1.035
388796	SNHG17	small nucleolar RNA host gene 17	ncRNA	8.665	0.9676
388799	FAM209B	family with sequence similarity 209 member B	protein-coding	1.558	0.9263
3888	KRT82	keratin 82	protein-coding	0.2728	0.7543
388815	MIR99AHG	mir-99a-let-7c cluster host gene	ncRNA	4.306	2.191
388818	KRTAP26-1	keratin associated protein 26-1	protein-coding	0.04016	0.2435
388886	LRRC75B	leucine rich repeat containing 75B	protein-coding	7.749	1.491
3889	KRT83	keratin 83	protein-coding	1.439	1.903
388910	LINC00207	long intergenic non-protein coding RNA 207	ncRNA	0.03569	0.1838
388931	MFSD2B	major facilitator superfamily domain containing 2B	protein-coding	5.063	1.71
388939	C2orf71	chromosome 2 open reading frame 71	protein-coding	1.305	1.546
388946	TMEM247	transmembrane protein 247	protein-coding	0.06844	0.4507
388951	TSPYL6	TSPY like 6	protein-coding	0.4209	0.9133
388955	LOC388955	PRELI domain-containing protein 1, mitochondrial pseudogene	pseudo	8.744	0.7542
388960	C2orf78	chromosome 2 open reading frame 78	protein-coding	0.2089	0.5547
388962	BOLA3	bolA family member 3	protein-coding	8.217	0.7459
388963	C2orf81	chromosome 2 open reading frame 81	protein-coding	6.618	1.329
388965	FUNDC2P2	FUN14 domain containing 2 pseudogene 2	pseudo	1.868	1.024
388969	C2orf68	chromosome 2 open reading frame 68	protein-coding	9.638	0.5531
389	RHOC	ras homolog family member C	protein-coding	12.22	0.7488
3890	KRT84	keratin 84	protein-coding	0.4524	1.134
389015	SLC9A4	solute carrier family 9 member A4	protein-coding	1.689	2.33
389033	PLAC9P1	placenta specific 9 pseudogene 1	pseudo	0.6618	1.377
389058	SP5	Sp5 transcription factor	protein-coding	4.101	2.682
389072	PLEKHM3	pleckstrin homology domain containing M3	protein-coding	8.282	0.9613
389073	C2orf80	chromosome 2 open reading frame 80	protein-coding	0.7181	2.017
389075	RESP18	regulated endocrine specific protein 18	protein-coding	0.112	0.5173
389084	SNORC	secondary ossification center associated regulator of chondrocyte maturation	protein-coding	2.093	1.83
389090	OR6B2	olfactory receptor family 6 subfamily B member 2	protein-coding	0.1401	0.3732
3891	KRT85	keratin 85	protein-coding	0.5153	1.098
389114	ZNF662	zinc finger protein 662	protein-coding	6.137	1.808
389118	CDHR4	cadherin related family member 4	protein-coding	1.248	1.98
389119	FAM212A	family with sequence similarity 212 member A	protein-coding	5.652	1.508
389123	IQCF2	IQ motif containing F2	protein-coding	0.0205	0.1765
389124	IQCF5	IQ motif containing F5	protein-coding	0.04311	0.3246
389125	MUSTN1	musculoskeletal, embryonic nuclear protein 1	protein-coding	5.119	1.675
389136	VGLL3	vestigial like family member 3	protein-coding	6.637	2.467
389151	PRR23B	proline rich 23B	protein-coding	0.08096	0.5069
389152	PRR23C	proline rich 23C	protein-coding	0.0687	0.4531
389158	PLSCR5	phospholipid scramblase family member 5	protein-coding	0.08913	0.386
389161	ANKUB1	ankyrin repeat and ubiquitin domain containing 1	protein-coding	0.8132	1.475
389170	LEKR1	leucine, glutamate and lysine rich 1	protein-coding	3.922	1.109
389177	TMEM212	transmembrane protein 212	protein-coding	0.5268	1.111
389197	C4orf50	chromosome 4 open reading frame 50	protein-coding	0.8162	1.173
3892	KRT86	keratin 86	protein-coding	3.83	2.032
389203	SMIM20	small integral membrane protein 20	protein-coding	8.746	0.6902
389206	BEND4	BEN domain containing 4	protein-coding	2.637	2.71
389207	GRXCR1	glutaredoxin and cysteine rich domain containing 1	protein-coding	0.03015	0.1961
389208	TMPRSS11F	transmembrane serine protease 11F	protein-coding	1.001	1.956
389257	LRRC14B	leucine rich repeat containing 14B	protein-coding	1.112	1.545
389289	ANXA2R	annexin A2 receptor	protein-coding	5.692	1.272
389293	ISCA1P1	iron-sulfur cluster assembly 1 pseudogene 1	pseudo	5.886	0.5957
389320	TEX43	testis expressed 43	protein-coding	0.07264	0.2748
389332	SMIM32	small integral membrane protein 32	protein-coding	2.501	2.769
389333	PROB1	proline rich basic protein 1	protein-coding	5.357	1.243
389336	C5orf46	chromosome 5 open reading frame 46	protein-coding	2.535	2.409
389337	ARHGEF37	Rho guanine nucleotide exchange factor 37	protein-coding	8.161	1.74
389362	PSMG4	proteasome assembly chaperone 4	protein-coding	7.736	0.8371
389376	SFTA2	surfactant associated 2	protein-coding	2.753	3.406
389383	CLPSL2	colipase like 2	protein-coding	0.9093	1.441
389384	C6orf222	chromosome 6 open reading frame 222	protein-coding	2.285	2.858
389396	GLYATL3	glycine-N-acyltransferase like 3	protein-coding	0.334	1.137
389400	GFRAL	GDNF family receptor alpha like	protein-coding	0.04616	0.2633
389421	LIN28B	lin-28 homolog B	protein-coding	1.183	2.378
389432	SAMD5	sterile alpha motif domain containing 5	protein-coding	6.534	2.15
389434	IYD	iodotyrosine deiodinase	protein-coding	4.345	3.97
389458	RBAKDN	RBAK downstream neighbor (non-protein coding)	ncRNA	2.349	1.378
389493	NUPR2	nuclear protein 2, transcriptional regulator	protein-coding	2.497	2.603
3895	KTN1	kinectin 1	protein-coding	12.02	0.7254
389524	GTF2IRD2B	GTF2I repeat domain containing 2B	protein-coding	6.693	1.182
389538	CCZ1P-OR7E38P	CCZ1P-OR7E38P readthrough	pseudo	6.617	1.017
389541	LAMTOR4	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	protein-coding	10.44	0.7919
389549	FEZF1	FEZ family zinc finger 1	protein-coding	1.562	2.286
389558	FAM180A	family with sequence similarity 180 member A	protein-coding	3.452	2.017
389610	XKR5	XK related 5	protein-coding	2.188	1.542
389634	LINC00937	long intergenic non-protein coding RNA 937	ncRNA	2.487	1.473
389643	NUGGC	nuclear GTPase, germinal center associated	protein-coding	3.182	2.253
389649	C8orf86	chromosome 8 open reading frame 86	protein-coding	0.4407	0.8439
389658	ALKAL1	ALK and LTK ligand 1	protein-coding	1.877	2.258
389668	XKR9	XK related 9	protein-coding	4.189	1.965
389677	RBM12B	RNA binding motif protein 12B	protein-coding	8.527	0.683
389690	MROH5	maestro heat like repeat family member 5	protein-coding	0.2675	0.6389
389692	MAFA	MAF bZIP transcription factor A	protein-coding	0.6877	1.271
3897	L1CAM	L1 cell adhesion molecule	protein-coding	6.18	3.173
389705	LOC389705	histone PARylation factor 1 pseudogene	pseudo	2.364	1.245
